artist,song,album,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,origin
Eurythmics,Jennifer - Remastered Version,Sweet Dreams (Are Made Of This),3fQWooU0XvlM8dx6ueryFf,0.657,0.487,5,-12.23,0,0.0304,0.0121,0.432,0.482,0.152,121.111,310400,4,0
Eurythmics,This Is The House - Remastered Version,Sweet Dreams (Are Made Of This),1jMVFrhcumqrnpwHFmKfdw,0.769,0.891,11,-7.56,1,0.0463,0.106,0.078,0.157,0.929,132.088,301587,4,0
Childish Gambino,Redbone,"""Awaken, My Love!""",1xb5aS8n5nOlX5JHNXsPQE,0.746,0.345,1,-10.963,1,0.0875,0.183,0.00367,0.121,0.598,160.036,326933,4,0
Eurythmics,Somebody Told Me - Remastered Version,Sweet Dreams (Are Made Of This),0mbp865lIuiqKQRSD4tASg,0.677,0.636,5,-12.043,0,0.403,0.00725,0.000329,0.266,0.697,77.931,209013,4,0
Eurythmics,Home Is Where the Heart Is - Remastered Version,Sweet Dreams (Are Made Of This),6ScKOctGM2r8joAox3mzZc,0.796,0.575,0,-12.234,1,0.0841,0.096,0.00102,0.183,0.939,160.747,181400,4,0
Eurythmics,Baby's Gone Blue - Remastered Version,Sweet Dreams (Are Made Of This),6GSUzpXqFpzsvxUAGK4ALl,0.727,0.93,0,-6.633,1,0.0821,0.00357,0.574,0.423,0.343,120.773,257253,4,0
Eurythmics,Sweet Dreams (Are Made of This) - Hot Remix / Remastered Version,Sweet Dreams (Are Made Of This),0imYRG0WKxUOOcqBu3VX10,0.746,0.928,8,-3.881,1,0.0433,0.0302,0.000244,0.104,0.827,125.508,319480,4,0
Eurythmics,Satellite Of Love - Remastered Version,Sweet Dreams (Are Made Of This),4ZA3wwFbr5Thu8b1OvcKUB,0.225,0.615,0,-10.514,1,0.067,0.00384,0.0,0.169,0.117,151.664,276093,4,0
Mike Candys,2012 (If the World Would End) - Radio Mix,Smile,4WX7SQd1rvdZaFlnIUaSpj,0.738,0.846,9,-5.416,1,0.103,0.115,0.0,0.0946,0.398,127.975,166963,4,0
Hovig,Gravity,Gravity,5myq1sZmpLWsdTxhoQYkxA,0.5,0.738,10,-5.949,0,0.0865,0.0167,0.0,0.108,0.773,75.135,179961,4,0
Manian,I'm in Love With the DJ - Video Edit,Hands Up Forever,0TvPMd75ONLQC710CfVoXx,0.711,0.752,6,-5.745,0,0.071,0.00615,7.24e-06,0.0564,0.619,127.947,210000,4,0
DJ Antoine,Hello Romance - DJ Antoine vs Mad Mark 2k13 Radio Edit,Sky Is the Limit,7FRUhOVXL4bUuz2lUWOqzi,0.609,0.743,0,-4.865,1,0.0586,0.119,1.36e-06,0.146,0.605,127.979,174667,4,0
Owl City,Fireflies,Ocean Eyes,1mr3616BzLdhXfJmLmRsO8,0.513,0.661,3,-6.8,1,0.0439,0.0274,0.0,0.118,0.461,180.118,228347,4,0
OneRepublic,Preacher,Native (Deluxe),6ke2FFU7CpND0DEszSS0FJ,0.481,0.699,1,-4.391,1,0.0284,0.0872,0.0,0.711,0.353,140.029,248347,4,0
Chumbawamba,Tubthumping,Playlist: 90s Pop,5rDsAMjmB4Qa5WNciJPsfK,0.394,0.944,2,-8.082,1,0.181,0.0906,0.0,0.473,0.616,207.686,234133,4,0
The Killers,Mr. Brightside,Hot Fuss,0eGsygTp906u18L0Oimnem,0.351,0.928,1,-3.71,1,0.0759,0.00113,0.0,0.0988,0.239,148.03,222076,4,0
Calvin Harris,Let's Go (feat. Ne-Yo),18 Months,4wkQmYpAaMe41Rc3sYZ7Vz,0.71,0.882,4,-2.932,0,0.0595,0.00777,0.00771,0.294,0.875,128.016,232800,4,0
Modana,Hot Spot - Radio Edit,Hot Spot,5DYaIk0dpTgHizFAXmoQsx,0.725,0.776,10,-5.302,0,0.0621,0.156,1e-06,0.298,0.589,128.041,200526,4,0
Ola,I'm in Love,Carelessly Yours,3Q1cOcG3rxV2fYDb8gOa6W,0.757,0.689,10,-4.664,1,0.0392,0.00383,1.94e-05,0.0851,0.742,122.017,200387,4,0
Rene Rodrigezz,Shake 3x - Radio Edit,2011 (Deluxe Edition),734dDgIkvlUZ0zqonFEYFi,0.893,0.814,0,-5.209,1,0.352,0.167,0.00304,0.576,0.818,127.983,185196,4,0
Darius & Finlay,Enjoy Your Life (Video Mix),Enjoy Your Life,6jHRyyoakDTOGu0o3meS6B,0.675,0.828,9,-5.576,1,0.0607,0.00529,1.15e-06,0.187,0.498,128.066,195396,4,0
Sergey Lazarev,You are the only one,You are the only one,7cVXtwDpck4Kne4Ce8Ge6q,0.632,0.895,11,-5.276,0,0.0605,0.0416,0.0,0.0885,0.282,127.983,186892,4,0
Ludacris,Rest Of My Life,Rest Of My Life,6SLUwdeias7fn6qVq6LcgP,0.531,0.88,2,-3.875,1,0.0406,0.0123,3.29e-06,0.176,0.266,127.993,232027,4,0
Loreen,Euphoria - Single Version,Euphoria,1xN7BpTAWnZkuSLOtRP6Qc,0.562,0.783,11,-4.727,0,0.0428,0.135,1.44e-05,0.282,0.391,132.06,181787,4,0
Emmelie de Forest,Only Teardrops,Only Teardrops,3yRwgprKX3If2zcuGfKFBu,0.561,0.844,0,-4.58,1,0.063,0.0945,0.0,0.22,0.446,110.968,183240,4,0
Taio Cruz,World In Our Hands,TY.O (International Version),79xJXZeudmfMq4ay9yCFGd,0.726,0.797,9,-4.097,1,0.0272,0.128,0.0,0.154,0.624,117.969,199987,4,0
Mike Candys,Sunshine (Fly So High) - Radio Mix,Smile,5AVSf9b8Za80XgauqpkQGE,0.578,0.934,8,-3.404,1,0.213,0.0896,0.0,0.174,0.46,128.987,187126,4,0
Alex Gaudino,I Don't Wanna Dance - Radio Edit,I Don't Wanna Dance,09cYKIujtzMrDrNTX4MxXW,0.578,0.969,2,-2.111,1,0.248,0.00477,1.27e-06,0.296,0.505,128.132,187500,4,0
Flo Rida,Let It Roll,Wild Ones,0W0FFzJ1lhTxt0JLrsiULh,0.701,0.915,4,-3.887,0,0.128,0.171,0.0,0.394,0.698,127.101,194453,4,0
Cascada,The Rhythm of the Night - Video Edit,The Rhythm of the Night,79ANFdEcgbbfaOrDcE4iIS,0.644,0.87,0,-5.375,0,0.0493,0.00601,2.7e-05,0.11,0.669,127.998,201778,4,0
DJ Fresh,Hot Right Now (feat. RITA ORA) - Radio Edit,Nextlevelism,2SSYLcSiT7oImgsS8cPyQu,0.524,0.972,4,-1.569,0,0.0431,0.00656,0.00058,0.224,0.476,175.017,182333,4,0
Ivan Gough,In My Mind (feat. Georgi Kay) - Axwell Radio Edit,In My Mind (feat. Georgi Kay),6Uj2uYNRJs4nHv5uQxmkDh,0.51,0.831,7,-4.514,0,0.0606,0.0435,3.14e-06,0.346,0.376,128.025,185625,4,0
Hardwell,Call Me A Spaceman - Radio Edit,Call Me A Spaceman,1UPyhGntpIx9jGJ5UVtKVS,0.581,0.877,3,-3.595,0,0.0486,0.0172,0.0,0.248,0.35,127.952,189375,4,0
Usher,Scream,Looking 4 Myself (Deluxe Version),5sAlmL7Qp9N9BJTADkwEt9,0.616,0.862,7,-5.18,0,0.0973,0.00117,0.0,0.179,0.569,127.992,234693,4,0
Groove Coverage,Riot On The Dancefloor,Riot on the Dancefloor,4E66OUjk7fjc0P4G1hsyjO,0.707,0.566,7,-5.947,0,0.059,0.0125,0.00509,0.7,0.925,132.985,176913,4,0
Sasha Lopez,All My People,All My People,2JY04WbtwfYltefsImOcjg,0.79,0.912,11,-5.48,0,0.0563,0.0189,0.00169,0.954,0.812,127.957,232046,4,0
The Wanted,Chasing The Sun,Word Of Mouth (Deluxe),0j4kPncBrdidY9Mfl1eZ1d,0.649,0.773,7,-5.888,0,0.0891,0.169,0.0,0.374,0.65,128.082,195418,4,0
Alexandra Stan,1.000.000,Saxobeats,3ORKQJCTt7XhaCxupu5f0g,0.504,0.91,0,-4.76,1,0.101,0.0992,0.0,0.312,0.647,182.02,198640,4,0
Jennifer Lopez,Dance Again,Dance Again...The Hits,4d2hD63oUGU3s7L66JD0BE,0.792,0.856,11,-5.236,0,0.067,0.0159,2.88e-06,0.0981,0.714,127.988,237267,4,0
Tujamo & Plastik Funk,Who (Radio Edit),Who,3TRL1KwXgyf02lpLVf07Ho,0.875,0.746,1,-6.562,1,0.0589,0.004,0.892,0.0416,0.338,124.98,190762,4,0
Timati,I'm On You - DJ Antoine vs Mad Mark Video Edit,2011 (Deluxe Edition),6oDeoC3efxcKdv9GjBdXbX,0.694,0.676,6,-5.159,0,0.0382,0.0606,0.0,0.287,0.762,122.928,246154,4,0
Dony,Hot Girls - Radio Edit,Hot Girls,4qQeh1MvWC78fGG0JaUq4I,0.905,0.803,0,-4.126,0,0.0422,0.0611,0.0248,0.169,0.77,126.98,222040,4,0
Calvin Harris,Bounce (feat. Kelis) - Radio Edit,18 Months,36cmM3MBMWWCFIiQ90U4J8,0.779,0.963,2,-2.125,0,0.0399,0.0334,0.493,0.664,0.759,127.941,222187,4,0
Bill Wurtz,Got to Know What's Going On,Got to Know What's Going On,473UAvIVzoWlNlJkv3CBMs,0.797,0.423,7,-11.079,1,0.0582,0.346,0.00173,0.137,0.647,101.953,151618,4,0
Bill Wurtz,We Could Just Get High,We Could Just Get High,3DKU78r2kEkXAR8YGBTojT,0.694,0.488,7,-11.875,0,0.0381,0.042,0.00514,0.441,0.719,113.994,208457,4,0
Bill Wurtz,In California,In California,3x7bxNyp7c3EprzGzz7WfU,0.739,0.467,0,-13.108,0,0.0471,0.0499,0.113,0.0704,0.597,111.956,203036,4,0
Bill Wurtz,New Canaan,New Canaan,6Vxrr23Kse86mQZEFE0ruF,0.638,0.509,3,-11.337,1,0.0345,0.178,4.03e-06,0.118,0.54,109.942,175161,4,0
The Clash,London Calling - Remastered,London Calling (Remastered),5jzma6gCzYtKB1DbEwFZKH,0.651,0.801,0,-7.34,1,0.0514,0.123,0.0,0.0825,0.776,133.769,200480,4,0
Bill Wurtz,It's Gonna Be Alright,It's Gonna Be Alright,4Ep2HJ1nWvt7SXQLEdgtJj,0.73,0.426,5,-11.39,1,0.0423,0.141,0.000116,0.135,0.903,149.98,218000,4,0
Bill Wurtz,Movie Star,Movie Star,5zMFeMnr96hoF95qPwWe8E,0.765,0.394,11,-12.446,1,0.0307,0.234,0.154,0.114,0.702,132.004,175909,3,0
will.i.am,#thatPOWER,#willpower (Deluxe),01TuObJVd7owWchVRuQbQw,0.797,0.608,6,-6.096,0,0.0584,0.00112,7.66e-05,0.0748,0.402,127.999,279507,4,0
Houseshaker,Lighters Up - Radio Edit,Lighters Up,2O3BMy8WuWqWPtHCL8IAMZ,0.589,0.877,5,-2.642,1,0.0399,0.00681,0.0,0.199,0.373,128.007,201900,4,0
Benny Benassi,Move Your Body (2012 Version) - Radio Edit,This Is Who I Am,68X6QLqUaOihmrHr46P5Bm,0.614,0.932,4,-0.112,0,0.177,0.291,0.0,0.0616,0.299,128.061,218086,4,0
Remady,Doing It Right - Remady Summer 2012 Radio Edit,Doing It Right,2nO5sw9Ilpx1QOmgjcnzhJ,0.662,0.871,7,-3.149,1,0.0409,0.00431,0.0,0.26,0.711,128.06,188640,4,0
Jack Holiday,The Riddle Anthem - Original Mix,The Riddle Anthem,0tJGu35vc8MkxhvgjSVkD3,0.67,0.897,6,-5.892,0,0.0353,0.00115,0.0694,0.0549,0.732,126.996,291330,4,0
ItaloBrothers,My Life Is a Party - R.I.O. Video Edit,My Life Is a Party,6jMTjvVyvozBf35qHEQwjG,0.718,0.752,0,-4.766,1,0.0299,0.0558,0.00147,0.168,0.835,127.987,207791,4,0
DJ Antoine,Something in the Air - Radio Edit,Sky Is the Limit,3GRLxMjoDp8WRbWGwKsRTS,0.713,0.707,6,-4.288,0,0.0722,0.325,0.0,0.124,0.844,128.084,199053,4,0
Rob & Chris,Mond - Video Edit,Mond,4vHgjNNM3Fid0lMZ97pm6z,0.684,0.739,8,-6.908,0,0.234,0.0311,0.0,0.202,0.86,127.965,182996,4,0
Groove Coverage,Think About That Way Feat. Rameez,Riot On The Dancefloor,1Byxt8jIJ9Z0DLyuJWWzw2,0.678,0.804,0,-6.638,1,0.0727,0.00246,0.0,0.694,0.505,127.974,192573,4,0
Darius & Finlay,Phenomenon - Video Mix,Phenomenon (feat. Tony T),40aYUDD9hAd0ZWysIyVmMq,0.686,0.861,0,-4.563,1,0.0492,0.15,0.0,0.34,0.881,128.052,210361,4,0
Max K.,What Love Can Do (Radio Edit),What Love Can Do,2fWE6Dzzyjd3F6qzIpKyJV,0.654,0.757,7,-4.479,0,0.0324,0.0447,0.00064,0.34,0.622,127.942,201134,4,0
Bingo Players,Rattle,Rattle,6lPIw0e4gnksY01oc1MwRT,0.744,0.957,7,-4.8,1,0.0519,0.00152,0.881,0.353,0.529,127.99,287184,4,0
Avicii,Silhouettes - Syn Cole Creamfields Mix Radio Edit,Silhouettes (Remixes),4X2BIIya9UFeVKF9G6nU4d,0.616,0.86,5,-2.711,0,0.0557,0.0354,0.000148,0.0738,0.522,127.995,204387,4,0
DJ Antoine,Broadway - Radio Edit,2011 (Deluxe Edition),14byJgUykuFpeLL2v6freI,0.681,0.904,11,-4.942,0,0.0459,0.0321,0.00606,0.105,0.407,127.945,200934,4,0
Pitbull,"Back in Time - featured in ""Men In Black 3""",Global Warming (Deluxe Version),42B7tsc3N17lBufA1tcTWa,0.727,0.91,0,-4.516,1,0.0466,0.00211,1.01e-06,0.165,0.747,127.088,207440,4,0
Elena,Midnight Sun,Midnight Sun,5mjyJx3gBWhUxEa6bzDcfm,0.934,0.703,1,-3.747,1,0.102,0.0392,0.000448,0.0658,0.667,128.036,195727,4,0
R.I.O.,Party Shaker (feat. Nicco) - Video Edit,Turn This Club Around [Limited Edition],6zBsEthJX7GEQgYbhFGJWP,0.669,0.923,7,-4.113,1,0.0332,0.0102,2.49e-06,0.0659,0.967,127.998,206537,4,0
Carolina Marquez,Sing La La La (E-Partment Extended Mix)[feat. Flo Rida & Dale Saunders],Sing La La La (feat. Flo Rida & Dale Saunders),70xJuhOxzF4zMmVRKEjEph,0.727,0.827,9,-3.401,1,0.0653,0.00191,0.000176,0.181,0.636,127.978,280337,4,0
Otto Knows,Million Voices - Radio Edit,Summer Beats 2013,3dIDJj2RaJGNzPjk7HFONt,0.579,0.858,8,-7.365,1,0.0378,0.00234,0.00881,0.0855,0.086,125.928,191187,4,0
R.I.O.,Ready Or Not (Video Edit)[feat. U-jean],Ready Or Not (feat. U-jean),2nBQKu8Ky08Alscvo5pXXG,0.671,0.887,2,-6.25,1,0.0288,0.0228,0.0033,0.119,0.945,128.021,207683,4,0
Claudia feat. Fatman Scoop,Just A Little Bit (Spencer & Hill Airplay Edit),Just A Little Bit,69jn8T6NBs4PTY0AcWgpbY,0.692,0.841,4,-7.957,0,0.0389,0.000214,0.662,0.658,0.931,126.539,214330,4,0
DJ Antoine,Crazy World - Radio Edit,Sky Is the Limit,1Y2Vb0aX5sCIxKuLbTsnyk,0.637,0.889,0,-3.877,1,0.0529,0.233,0.0,0.253,0.59,128.012,193434,4,0
Nick Corline feat. Nuthin' Under A Million,Touch the Stars - Original Radio Edit,Touch the Stars,3NgSQiLV2wq7EkHyNK9NWA,0.756,0.881,4,-3.848,0,0.0899,0.029,2.32e-05,0.317,0.704,126.974,214298,4,0
DJ Sammy,Shut Up And Kiss Me (Edit),Shut Up And Kiss Me,7hKmy034mrrHKYIQYPgT5a,0.652,0.733,11,-5.88,1,0.0338,0.00723,0.0,0.127,0.534,127.982,182764,4,0
Mastiksoul,Hurricane - Radio Edit,Hurricane,7l6A4bb1VrwMfsLBazU8Jd,0.711,0.927,10,-2.751,1,0.037,0.0789,0.0,0.103,0.693,128.014,210469,4,0
Flashrider,So in Luv (Video Edit)[feat. Kelli Leigh & Renald],So In Luv (feat. Kelli Leigh & Renald),21b6wI60ERhCD7nm6V9VGl,0.566,0.934,1,-4.094,0,0.105,0.0911,0.0,0.707,0.848,128.032,187524,4,0
Usher,Numb,Looking 4 Myself (Deluxe Version),0GfXd2we2wXxAeHoy5fRsM,0.577,0.687,8,-7.601,1,0.0471,0.0113,4.42e-06,0.112,0.291,124.956,225520,4,0
Whigfield,Saturday Night - Max K. Remix Edit,Saturday Night,1fmAMv5RDMSUYMpxAsWXtr,0.664,0.94,11,-3.404,1,0.0722,0.0323,0.0,0.374,0.841,130.04,199733,4,0
Jay Sean,I'm All Yours,I'm All Yours,1UMWbdzeucChFiry9SYQ2w,0.664,0.886,0,-4.055,0,0.0385,0.0259,0.0,0.283,0.669,128.027,218573,4,0
Christopher S feat. Max Urban,Star - Radio Edit,Star,1iEvGVn8P8DdZxuBlg1gMH,0.753,0.581,11,-5.675,0,0.0606,0.006,0.0,0.074,0.789,128.953,182995,4,0
Guenta K.,Never,5 Years Plus 1 (Fan Edition),0jvJ0cZLteOkR20c9WrFo1,0.649,0.816,5,-4.802,1,0.0599,0.0552,0.0,0.162,0.451,130.012,182498,4,0
Sebastian Ingrosso,Calling (Lose My Mind) - Radio Edit,Calling (Lose My Mind),5Sey3HgGa6KB46mlOyCClZ,0.416,0.849,1,-4.909,0,0.0455,0.00864,0.000138,0.204,0.147,125.098,205440,4,0
Patrick Miller,U & I (Hakuna Matata) (David May Original Mix),Xelon's House 12,05gaXwinL3XPQrG5eGUyLs,0.582,0.988,2,-3.365,0,0.112,0.136,0.0,0.955,0.502,127.045,200315,4,0
Max K.,Love Is Everywhere - Radio Edit,Love Is Everywhere,6nmOMeiT7cGYEfeqRqUNN8,0.627,0.852,2,-5.208,1,0.0386,0.00297,6.69e-05,0.239,0.453,130.002,156166,4,0
Yolanda Be Cool,Le Bump - Original Mix,Le Bump,4ijX4FOkSXSxK1vqAi9oqX,0.943,0.705,6,-6.554,0,0.237,0.00927,0.00016,0.0816,0.715,125.01,280592,4,0
Slazy,Hollywood (Video Edit),Hollywood,3ucHlXMVFNLlnBZ9unjlaP,0.768,0.863,9,-4.908,1,0.378,0.138,1.57e-06,0.379,0.598,128.017,189092,4,0
Darius & Finlay,Ubap - Video Mix,Ubap,6gVLPC6hQyucaJrqTRSYhz,0.804,0.697,0,-4.142,1,0.0451,0.112,0.0,0.163,0.586,126.965,202046,4,0
John De Sohn,Long Time (feat. Andreas Moe) - Radio Edit,Long Time Remixes,5Rcq5IW9Yjh6kuNQHZWaAC,0.524,0.814,1,-8.225,0,0.044,0.039,1.8e-06,0.366,0.358,127.961,179880,4,0
Marc Kiss,The One and Only - Original Edit,The One and Only,4HA1Wmj5wlOjmQfs8RfbzX,0.633,0.858,11,-4.525,1,0.0366,0.00181,1.95e-05,0.0657,0.784,128.012,228817,4,0
Avicii,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,I Could Be the One (Avicii vs. Nicky Romero),4q7dBdsALA5BSunzryc104,0.509,0.79,6,-3.782,0,0.0374,0.332,6.67e-05,0.316,0.638,127.946,208316,4,0
Andrew Spencer,"Tease Me, Please Me (Album Version)","Tease Me, Please Me",6YEcoddcZ9B418KdcXYkNw,0.689,0.966,4,-3.731,1,0.0565,0.301,0.000101,0.574,0.277,128.022,225000,4,0
Mad Mark & FlameMakers,All I Live For - DJ Antoine vs Mad Mark 2k13 Radio Edit,All I Live For,05ag7ByV8Nia3bLJfsugx2,0.617,0.873,0,-4.406,1,0.0299,0.106,0.0,0.1,0.338,127.939,206550,4,0
Remady,Holidays - Radio Edit,Holidays (Remixes),6yqKkQyCvJZjjf9p3I9In8,0.65,0.756,1,-3.085,1,0.0392,0.00277,0.0,0.395,0.601,128.053,182582,4,0
Taio Cruz,Hangover,TY.O (International Version),5pmL3RzOy3IvGFaSDi4hZL,0.606,0.883,3,-3.243,1,0.0423,0.00872,0.0,0.0698,0.608,128.053,244907,4,0
Manian,Tonight - R.I.O. Edit,Dance Chart (Autumn 2013),66j9mQFe1IVaxiPAhwHzWB,0.587,0.862,2,-5.996,1,0.035,0.0125,0.0,0.342,0.772,128.001,206827,4,0
Leony!,Last Night a D.J. Saved My Life - Radio Mix,Last Night a D.J. Saved My Life,2ej5qTyb0hzZoNSrOwS3cV,0.701,0.93,6,-1.72,0,0.0847,0.0657,6.67e-06,0.167,0.341,128.024,167734,4,0
Carlprit,Party Around the World - Michael Mind Project Remix Edit,Party Around the World,1BUbceB1E8p52rgIeChqXw,0.637,0.933,5,-3.998,1,0.0801,0.0323,0.0,0.182,0.765,127.938,183154,4,0
Jack Holiday feat. Patrick Miller,Real Love - Radio Mix,Real Love,7EptYWcHss7te9c7vWWX5D,0.581,0.85,2,-3.23,0,0.0662,0.00787,0.000242,0.136,0.35,127.994,162911,4,0
Andrew Spencer,"Tease Me, Please Me (Gordon & Doyle Remix)",Club Tracks In C#m (12a) World Edition 1,3vvP1hwPpepSeNArUtuGh4,0.771,0.594,6,-6.12,1,0.123,0.0106,0.00181,0.0549,0.579,127.995,351099,4,0
Picco & DJ Falk present: DJs On Air,Higher (Radio Edit),Higher,4iYkqgjoNwoSXTaVACNetW,0.636,0.76,8,-9.14,0,0.372,0.0143,0.01,0.516,0.404,128.008,247012,4,0
Jack Holiday,Children - Original Higher Level Mix,Children,4G0umjgADSAcLf7r1XFNCa,0.653,0.931,6,-5.886,1,0.047,0.00477,0.608,0.296,0.211,128.009,300110,4,0
DJ Antoine vs. Mad Mark,Broadway - DJ Antoine vs Mad Mark 2k12 Radio Edit,Broadway,3dlaQUMLUNsonA6VmQwrc5,0.784,0.747,11,-4.963,0,0.0532,0.0438,0.000453,0.0718,0.7,127.962,172800,4,0
Michael Calfan,Resurrection - Axwell's Recut Radio Version,Resurrection,2WaA5bVXcIqqpz9j0gd7qK,0.666,0.952,3,-2.492,1,0.0359,0.0318,0.678,0.216,0.622,128.076,166875,4,0
David Guetta,Turn Me On (feat. Nicki Minaj),Nothing but the Beat (Ultimate Edition),6T27IN7Ai94BeDv6PPCmoC,0.704,0.793,8,-2.266,1,0.0591,0.0488,0.0,0.575,0.412,127.96,199680,4,0
Alexandra Stan,Get Back (Asap),Saxobeats,2iMO8ADvtYXKd9Ge6WKUCJ,0.708,0.906,0,-3.944,0,0.0412,0.0358,0.154,0.116,0.691,127.997,209093,4,0
Martin Solveig,The Night Out,Smash,11HMrY3pmoKx1V7cPnEtm0,0.613,0.792,8,-2.971,0,0.103,0.000356,0.00139,0.0848,0.646,128.006,285173,4,0
Carlprit,Here We Go (Allez allez) - Michael Mind Project Radio Edit,Here We Go (Allez allez),2BXrFhng9C4diq4Tjae2oR,0.502,0.924,0,-4.955,1,0.11,0.00183,0.0,0.292,0.424,129.976,189666,4,0
INNA,Club Rocker - Odd Remix Edit,Club Rocker (Remixes),0AMsdvgkjqnA5Taeq8oCMU,0.703,0.897,6,-5.205,0,0.0424,0.00157,0.0274,0.402,0.427,128.062,217133,4,0
Oceana,Endless Summer - Video Version,My House,07S7ulcZEc7xeOOmMyiORY,0.623,0.911,3,-4.069,0,0.206,0.164,0.0,0.13,0.789,124.936,191121,4,0
ItaloBrothers,Stamp On The Ground,Stamp!,1CTNJ1q04w5kFJE70ZLCMp,0.635,0.827,11,-7.541,0,0.0583,0.211,0.00719,0.0947,0.272,149.974,197962,4,0
Darius & Finlay,Rock To The Beat (Video Mix),Rock To The Beat,4VnGFGjO9HH5OgEDA9VvVR,0.709,0.734,5,-7.273,1,0.0353,0.00392,0.0,0.385,0.556,127.95,213073,4,0
DJ Antoine,Holiday - DJ Antoine Vs Mad Mark 2K15 Radio Edit,Provocateur,6CuDGNCQVx5tNEccqsOPJz,0.77,0.823,1,-3.713,1,0.038,0.224,2.71e-05,0.0913,0.58,125.975,211726,4,0
Remady P&R,No Superstar - Radio Edit,No Superstar,477JClr5vzgSTVLm8gVTfp,0.454,0.863,11,-4.992,0,0.04,0.00371,0.0275,0.0947,0.569,128.002,217559,4,0
Mike Candys,Miracles - Radio Edit,Miracles,7HKzBOp0gjgxLkrMs9OAJ5,0.571,0.91,2,-2.925,1,0.0467,0.107,0.0,0.264,0.49,127.987,162150,4,0
Guru Josh Project,Infinity 2008 - Klaas Vocal Edit,Infinity 2008,3aQz0z86zrKjd1mcZlonxE,0.498,0.862,7,-6.02,0,0.0589,0.000313,0.00941,0.352,0.47,128.034,192294,4,0
Carlprit,Remember to Forget - Michael Mind Project Radio Edit,Remember to Forget,21yRkWUb2mgCoI5dLXj8RG,0.588,0.932,5,-3.882,0,0.0717,0.00346,0.0,0.114,0.572,129.961,231957,4,0
Tom Boxer,Deep in Love (Radio Edit),Deep in Love (Radio Edit),15kpbj95JXuxQgEYcg5g80,0.734,0.794,1,-5.897,1,0.0414,0.0436,1.38e-06,0.214,0.368,128.084,208493,4,0
Mandinga,Zaleilah,Club De Mandinga,2i4jGe5A43xlRpiW1DJWRI,0.692,0.816,0,-4.724,1,0.0516,0.0265,0.000684,0.32,0.794,126.989,218480,4,0
Guns N' Roses,Sweet Child O' Mine,Appetite For Destruction,7o2CTH4ctstm8TNelqjb51,0.454,0.91,6,-7.766,1,0.0448,0.0866,0.0996,0.116,0.629,125.116,354520,4,0
Led Zeppelin,Immigrant Song - Remaster,Led Zeppelin III (Remaster),78lgmZwycJ3nzsdgmPPGNx,0.564,0.932,11,-10.068,1,0.0554,0.013,0.169,0.349,0.619,112.937,146250,4,0
INNA,Sun Is Up (Cahill Radio Edit),Hot (Australian Bonus Edition),0b2qFfvefIpR2vCcBA5lOF,0.655,0.914,0,-3.774,0,0.127,0.00206,0.0215,0.35,0.713,127.971,205498,4,0
Moonbootica,Iconic,Our Disco Is Louder Than Yours,7Ki042RCrkOxG9boiMPwIg,0.62,0.777,9,-5.674,0,0.238,0.000714,0.00882,0.147,0.6,126.986,313618,4,0
Lykke Li,I Follow Rivers - The Magician Remix,I Follow Rivers (The Magician Remix),4Jv7lweGIUOFQ7Oq2AtAh9,0.786,0.696,9,-5.796,0,0.0428,0.0234,0.0019,0.0839,0.306,121.974,280070,4,0
Zedd,Spectrum,Clarity,6ii7kTrjostB8G21X9S6P0,0.611,0.785,0,-4.432,0,0.0346,0.0127,0.00325,0.125,0.414,129.972,243413,4,0
David Guetta,Where Them Girls At (feat. Nicki Minaj & Flo Rida),Nothing but the Beat (Ultimate Edition),7ks6AZmFcm3Y6PGGxGSmlB,0.666,0.876,3,-3.078,1,0.0414,0.055,0.0,0.259,0.552,129.884,194840,4,0
Carlprit,Fiesta - Michael Mind Project Radio Edit,Fiesta,0vgWM2lDIYxbEpr8jklmph,0.597,0.922,6,-5.69,1,0.149,0.0179,0.0,0.364,0.726,127.844,234429,4,0
DJ Antoine,To the People - DJ Antoine vs Mad Mark 2K13 Radio Edit,Sky Is the Limit,2iHuZ0i6Tv4JrADOK6Wjkz,0.77,0.817,8,-5.485,1,0.0589,0.0472,0.0,0.272,0.961,122.017,197059,4,0
Remady,The Way We Are - feat. Manu-L [DJ Antoine vs. Mad Mark Radio Edit],The Original (2k13 Edition),5BLauLE8ZAVHEWTRwjHpXN,0.655,0.719,9,-6.012,0,0.0397,0.147,0.0,0.0928,0.513,128.051,187801,4,0
Modana,Party Crash (Video Edit),Club Tracks In A#m (3a) World Edition 1,7FWWC9hksKDRw0AmlYpBt5,0.8,0.734,10,-5.149,0,0.119,0.0573,0.0,0.0787,0.692,128.03,180077,4,0
Avicii,Wake Me Up,True,4h8VwCb1MTGoLKueQ1WgbD,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427,4,0
Mike Candys,Around the World - Radio Mix,Around the World,1P3Rsz8hh3w3arUZVpAGY2,0.645,0.88,1,-4.876,0,0.251,0.0259,0.0,0.491,0.532,129.976,167379,4,0
